HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username
5,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32455,52,Wed Jun 28 19:43:56 UTC 2023,Wed Jun 28 19:44:24 UTC 2023,28,"[[{""id"": ""g1.0"", ""content"": ""personal preference""}, {""id"": ""g1.1"", ""content"": ""too acidic""}, {""id"": ""g1.2"", ""content"": ""they don't like oranges""}, {""id"": ""g1.3"", ""content"": ""acidic""}, {""id"": ""g1.4"", ""content"": ""have to peel""}, {""id"": ""g1.5"", ""content"": ""allergic to it""}, {""id"": ""g1.6"", ""content"": ""they just don't""}, {""id"": ""g1.7"", ""content"": ""wax""}, {""id"": ""g1.8"", ""content"": ""to citrusy""}, {""id"": ""g1.9"", ""content"": ""rotten""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000039288.jpg""","""Why would someone not like the fruit at the front?""","[[],[],[{""id"":""g1.9"",""content"":""rotten""},{""id"":""g1.8"",""content"":""to citrusy""},{""id"":""g1.7"",""content"":""wax""},{""id"":""g1.5"",""content"":""allergic to it""},{""id"":""g1.4"",""content"":""have to peel""},{""id"":""g1.3"",""content"":""acidic""},{""id"":""g1.2"",""content"":""they don't like oranges""},{""id"":""g1.1"",""content"":""too acidic""},{""id"":""g1.0"",""content"":""personal preference""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
5,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,31989,129,Tue Jun 20 13:21:07 UTC 2023,Tue Jun 20 13:21:23 UTC 2023,16,"[[{""id"": ""g1.0"", ""content"": ""personal preference""}, {""id"": ""g1.1"", ""content"": ""too acidic""}, {""id"": ""g1.2"", ""content"": ""they don't like oranges""}, {""id"": ""g1.3"", ""content"": ""acidic""}, {""id"": ""g1.4"", ""content"": ""have to peel""}, {""id"": ""g1.5"", ""content"": ""allergic to it""}, {""id"": ""g1.6"", ""content"": ""they just don't""}, {""id"": ""g1.7"", ""content"": ""wax""}, {""id"": ""g1.8"", ""content"": ""to citrusy""}, {""id"": ""g1.9"", ""content"": ""rotten""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000039288.jpg""","""Why would someone not like the fruit at the front?""","[[],[],[{""id"":""g1.4"",""content"":""have to peel""},{""id"":""g1.9"",""content"":""rotten""},{""id"":""g1.8"",""content"":""to citrusy""},{""id"":""g1.7"",""content"":""wax""},{""id"":""g1.6"",""content"":""they just don't""},{""id"":""g1.5"",""content"":""allergic to it""},{""id"":""g1.3"",""content"":""acidic""},{""id"":""g1.1"",""content"":""too acidic""},{""id"":""g1.2"",""content"":""they don't like oranges""},{""id"":""g1.0"",""content"":""personal preference""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
6,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32456,52,Wed Jun 28 19:44:24 UTC 2023,Wed Jun 28 19:44:46 UTC 2023,22,"[[{""id"": ""g1.0"", ""content"": ""to stop traffic""}, {""id"": ""g1.1"", ""content"": ""stop cars""}, {""id"": ""g1.2"", ""content"": ""to stop cars""}, {""id"": ""g1.3"", ""content"": ""stop""}, {""id"": ""g1.4"", ""content"": ""to signal cars to stop""}, {""id"": ""g1.5"", ""content"": ""so drivers know to stop""}, {""id"": ""g1.6"", ""content"": ""red for stop""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524520.jpg""","""Why is the top light on?""","[[],[{""id"":""g1.6"",""content"":""red for stop""},{""id"":""g1.4"",""content"":""to signal cars to stop""},{""id"":""g1.5"",""content"":""so drivers know to stop""},{""id"":""g1.3"",""content"":""stop""},{""id"":""g1.2"",""content"":""to stop cars""},{""id"":""g1.1"",""content"":""stop cars""},{""id"":""g1.0"",""content"":""to stop traffic""}],[]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
6,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,31990,129,Tue Jun 20 13:21:23 UTC 2023,Tue Jun 20 13:21:57 UTC 2023,34,"[[{""id"": ""g1.0"", ""content"": ""to stop traffic""}, {""id"": ""g1.1"", ""content"": ""stop cars""}, {""id"": ""g1.2"", ""content"": ""to stop cars""}, {""id"": ""g1.3"", ""content"": ""stop""}, {""id"": ""g1.4"", ""content"": ""to signal cars to stop""}, {""id"": ""g1.5"", ""content"": ""so drivers know to stop""}, {""id"": ""g1.6"", ""content"": ""red for stop""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524520.jpg""","""Why is the top light on?""","[[],[{""id"":""g1.6"",""content"":""red for stop""},{""id"":""g1.5"",""content"":""so drivers know to stop""},{""id"":""g1.4"",""content"":""to signal cars to stop""},{""id"":""g1.3"",""content"":""stop""},{""id"":""g1.2"",""content"":""to stop cars""},{""id"":""g1.1"",""content"":""stop cars""},{""id"":""g1.0"",""content"":""to stop traffic""}],[]]","[""both"",""purpose"",""reason""]",TRUE,value,"""see reasons""",jgualla1
7,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32457,52,Wed Jun 28 19:44:46 UTC 2023,Wed Jun 28 19:45:08 UTC 2023,22,"[[{""id"": ""g1.0"", ""content"": ""ramp""}, {""id"": ""g1.1"", ""content"": ""snowboarding jump""}, {""id"": ""g1.2"", ""content"": ""snowboarding down hill""}, {""id"": ""g1.3"", ""content"": ""tricks""}, {""id"": ""g1.4"", ""content"": ""jumping""}, {""id"": ""g1.5"", ""content"": ""he went off jump""}, {""id"": ""g1.6"", ""content"": ""snowboarding""}, {""id"": ""g1.7"", ""content"": ""making ski jump""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524547.jpg""","""Why is the man in mid-air?""","[[],[],[{""id"":""g1.7"",""content"":""making ski jump""},{""id"":""g1.6"",""content"":""snowboarding""},{""id"":""g1.5"",""content"":""he went off jump""},{""id"":""g1.4"",""content"":""jumping""},{""id"":""g1.3"",""content"":""tricks""},{""id"":""g1.2"",""content"":""snowboarding down hill""},{""id"":""g1.0"",""content"":""ramp""},{""id"":""g1.1"",""content"":""snowboarding jump""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
7,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,31991,129,Tue Jun 20 13:21:58 UTC 2023,Tue Jun 20 13:22:44 UTC 2023,46,"[[{""id"": ""g1.0"", ""content"": ""ramp""}, {""id"": ""g1.1"", ""content"": ""snowboarding jump""}, {""id"": ""g1.2"", ""content"": ""snowboarding down hill""}, {""id"": ""g1.3"", ""content"": ""tricks""}, {""id"": ""g1.4"", ""content"": ""jumping""}, {""id"": ""g1.5"", ""content"": ""he went off jump""}, {""id"": ""g1.6"", ""content"": ""snowboarding""}, {""id"": ""g1.7"", ""content"": ""making ski jump""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524547.jpg""","""Why is the man in mid-air?""","[[],[],[{""id"":""g1.3"",""content"":""tricks""},{""id"":""g1.2"",""content"":""snowboarding down hill""},{""id"":""g1.1"",""content"":""snowboarding jump""},{""id"":""g1.6"",""content"":""snowboarding""},{""id"":""g1.4"",""content"":""jumping""},{""id"":""g1.5"",""content"":""he went off jump""},{""id"":""g1.7"",""content"":""making ski jump""},{""id"":""g1.0"",""content"":""ramp""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
8,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32458,52,Wed Jun 28 19:45:08 UTC 2023,Wed Jun 28 19:45:25 UTC 2023,17,"[[{""id"": ""g1.0"", ""content"": ""riding""}, {""id"": ""g1.1"", ""content"": ""traveling""}, {""id"": ""g1.2"", ""content"": ""riding them""}, {""id"": ""g1.3"", ""content"": ""safari ride""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000000061.jpg""","""Why are the people on the elephants?""","[[],[],[{""id"":""g1.0"",""content"":""riding""},{""id"":""g1.3"",""content"":""safari ride""},{""id"":""g1.2"",""content"":""riding them""},{""id"":""g1.1"",""content"":""traveling""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
8,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,31992,129,Tue Jun 20 13:22:44 UTC 2023,Tue Jun 20 13:23:25 UTC 2023,41,"[[{""id"": ""g1.0"", ""content"": ""riding""}, {""id"": ""g1.1"", ""content"": ""traveling""}, {""id"": ""g1.2"", ""content"": ""riding them""}, {""id"": ""g1.3"", ""content"": ""safari ride""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000000061.jpg""","""Why are the people on the elephants?""","[[{""id"":""g1.1"",""content"":""traveling""},{""id"":""g1.0"",""content"":""riding""},{""id"":""g1.2"",""content"":""riding them""},{""id"":""g1.3"",""content"":""safari ride""}],[],[]]","[""both"",""purpose"",""reason""]",TRUE,value,"""how to classify these?""",jgualla1
9,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32459,52,Wed Jun 28 19:45:25 UTC 2023,Wed Jun 28 19:45:43 UTC 2023,18,"[[{""id"": ""g1.0"", ""content"": ""it is fall""}, {""id"": ""g1.1"", ""content"": ""autumn""}, {""id"": ""g1.2"", ""content"": ""fall season""}, {""id"": ""g1.3"", ""content"": ""they're green""}, {""id"": ""g1.4"", ""content"": ""it's fall""}, {""id"": ""g1.5"", ""content"": ""it's autumn""}, {""id"": ""g1.6"", ""content"": ""season change""}, {""id"": ""g1.7"", ""content"": ""changing season""}, {""id"": ""g1.8"", ""content"": ""fall""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524661.jpg""","""Why are some of the leaves brown?""","[[],[],[{""id"":""g1.8"",""content"":""fall""},{""id"":""g1.7"",""content"":""changing season""},{""id"":""g1.6"",""content"":""season change""},{""id"":""g1.5"",""content"":""it's autumn""},{""id"":""g1.4"",""content"":""it's fall""},{""id"":""g1.2"",""content"":""fall season""},{""id"":""g1.1"",""content"":""autumn""},{""id"":""g1.0"",""content"":""it is fall""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
9,1014,Purpose vs. Reason,Tue Jun 20 13:17:30 UTC 2023,1,86400,31993,129,Tue Jun 20 13:23:25 UTC 2023,Tue Jun 20 13:23:45 UTC 2023,20,"[[{""id"": ""g1.0"", ""content"": ""it is fall""}, {""id"": ""g1.1"", ""content"": ""autumn""}, {""id"": ""g1.2"", ""content"": ""fall season""}, {""id"": ""g1.3"", ""content"": ""they're green""}, {""id"": ""g1.4"", ""content"": ""it's fall""}, {""id"": ""g1.5"", ""content"": ""it's autumn""}, {""id"": ""g1.6"", ""content"": ""season change""}, {""id"": ""g1.7"", ""content"": ""changing season""}, {""id"": ""g1.8"", ""content"": ""fall""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000524661.jpg""","""Why are some of the leaves brown?""","[[],[],[{""id"":""g1.8"",""content"":""fall""},{""id"":""g1.7"",""content"":""changing season""},{""id"":""g1.6"",""content"":""season change""},{""id"":""g1.5"",""content"":""it's autumn""},{""id"":""g1.4"",""content"":""it's fall""},{""id"":""g1.2"",""content"":""fall season""},{""id"":""g1.1"",""content"":""autumn""},{""id"":""g1.0"",""content"":""it is fall""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",jgualla1
10,1014,Purpose vs. Reason,Wed Jun 28 19:28:15 UTC 2023,1,86400,32460,52,Wed Jun 28 19:45:43 UTC 2023,Wed Jun 28 19:46:39 UTC 2023,56,"[[{""id"": ""g1.0"", ""content"": ""posing""}, {""id"": ""g1.1"", ""content"": ""talking to someone""}, {""id"": ""g1.2"", ""content"": ""taking calls""}, {""id"": ""g1.3"", ""content"": ""they are talking to other people""}, {""id"": ""g1.4"", ""content"": ""3""}, {""id"": ""g1.5"", ""content"": ""poor real life social skills""}, {""id"": ""g1.6"", ""content"": ""talking""}, {""id"": ""g1.7"", ""content"": ""talk to people not present""}, {""id"": ""g1.8"", ""content"": ""boredom""}, {""id"": ""g1.9"", ""content"": ""they are talking""}], [], []]","[""both"", ""purpose"", ""reason""]","""https://ugrad.cs.jhu.edu/~jgualla1/COCO_train2014_000000157125.jpg""","""Why are these people on their cell phones?""","[[],[{""id"":""g1.7"",""content"":""talk to people not present""}],[{""id"":""g1.3"",""content"":""they are talking to other people""},{""id"":""g1.9"",""content"":""they are talking""},{""id"":""g1.8"",""content"":""boredom""},{""id"":""g1.6"",""content"":""talking""},{""id"":""g1.5"",""content"":""poor real life social skills""},{""id"":""g1.0"",""content"":""posing""},{""id"":""g1.2"",""content"":""taking calls""},{""id"":""g1.1"",""content"":""talking to someone""}]]","[""both"",""purpose"",""reason""]",FALSE,,"""All answer the same question""",esteng
